type,gene,db_xref,start,end,length,strand,product
CDS,none,GI:31793223,2269541,2270443,904,-1,Probable sugar-transport integral membrane protein ABC transporter
CDS,none,GI:31793224,2270440,2271759,1321,-1,Probable sugar-binding lipoprotein
CDS,none,GI:31793225,2271797,2272594,799,-1,hypothetical protein
CDS,pncA,GI:31793226,2272594,2273154,562,-1,PYRAZINAMIDASE/NICOTINAMIDAS PNCA (PZase)
CDS,none,GI:31793227,2273195,2273512,319,-1,hypothetical protein
CDS,lipT,GI:31793228,2273598,2275133,1537,-1,Probable carboxylesterase LipT
CDS,lppI,GI:31793229,2275182,2275838,658,1,Probable lipoprotein lppI
CDS,none,GI:31793230,2275875,2278439,2566,-1,hypothetical protein
CDS,pks12,GI:31793231,2278444,2290899,12457,-1,Probable polyketide synthase pks12
CDS,none,GI:31793232,2291206,2291430,226,-1,hypothetical protein
CDS,none,GI:31793233,2291734,2292069,337,1,hypothetical protein
CDS,ppm1,GI:31793234,2292044,2294668,2626,-1,Polyprenol-monophosphomannose synthase Ppm1
CDS,none,GI:31793235,2294826,2296430,1606,-1,hypothetical protein
CDS,none,GI:31793236,2296435,2296962,529,-1,Probable transmembrane protein
CDS,none,GI:31793237,2297038,2297751,715,1,hypothetical protein
CDS,rpsR,GI:31793238,2298000,2298266,268,-1,30S ribosomal protein S18
CDS,rpsN2,GI:31793239,2298267,2298572,307,-1,30S ribosomal protein S14
CDS,rpmG1,GI:31793240,2298574,2298738,166,-1,50S ribosomal protein L33
CDS,rpmB2,GI:31793241,2298738,2298974,238,-1,50S ribosomal protein L28
CDS,none,GI:31793242,2299087,2300622,1537,1,hypothetical protein
CDS,none,GI:31793243,2300192,2300593,403,1,Possible conserved integral membrane protein
CDS,none,GI:31793244,2300594,2300998,406,-1,hypothetical protein
CDS,cobN,GI:31793245,2301082,2304666,3586,-1,cobaltochelatase
CDS,none,GI:31793246,2304744,2304977,235,1,hypothetical protein
CDS,cobG,GI:31793247,2305364,2306455,1093,1,Possible cobalamin biosynthesis protein CobG
CDS,cobH,GI:31793248,2306465,2307091,628,1,precorrin-8X methylmutase
CDS,cobI,GI:31793249,2307088,2308614,1528,1,"Probable bifunctional protein, CobI-CobJ fusion protein: S-adenosyl-L-methionine-precorrin-2 methyl transferase + precorrin-3 methylase"
CDS,none,GI:31793250,2308560,2309783,1225,-1,hypothetical protein
CDS,blaC,GI:31793251,2309799,2310722,925,-1,CLASS A BETA-LACTAMASE BLAC
CDS,sigC,GI:31793252,2310857,2311414,559,1,RNA polymerase sigma-70 factor
CDS,cobK,GI:31793253,2311404,2312099,697,-1,precorrin-6x reductase
CDS,cobM,GI:31793254,2312136,2312891,757,-1,Probable precorrin-4 C11-methyltransferase CobM
CDS,cobLb,GI:31793255,2312888,2313772,886,-1,Probable precorrin-6y methyltransferase CobLb [SECOND PART]
CDS,cobLa,GI:31793256,2313714,2313902,190,-1,Probable precorrin-6y methyltransferase CobLa [FIRST PART]
CDS,none,GI:31793257,2313977,2314765,790,-1,Possible hypothetical exported or envelope protein
CDS,none,GI:31793258,2314923,2315174,253,-1,hypothetical protein
CDS,none,GI:31793259,2315209,2316180,973,-1,POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN
CDS,none,GI:31793260,2316181,2316480,301,-1,hypothetical protein
CDS,none,GI:31793261,2316945,2317259,316,1,hypothetical protein
CDS,none,GI:31793262,2317241,2319211,1972,1,hypothetical protein
CDS,lppJ,GI:31793263,2319192,2319755,565,1,Possible lipoprotein LppJ
CDS,none,GI:31793264,2319951,2320394,445,-1,POSSIBLE TRANSMEMBRANE PROTEIN
CDS,none,GI:31793265,2320598,2322763,2167,1,hypothetical protein
CDS,none,GI:31793266,2322760,2323704,946,1,hypothetical protein
CDS,none,GI:31793267,2323697,2324692,997,1,hypothetical protein
CDS,none,GI:31793268,2324927,2325232,307,1,hypothetical protein
CDS,none,GI:31793269,2325211,2325816,607,1,hypothetical protein
CDS,none,GI:31793270,2325894,2326124,232,1,hypothetical protein
CDS,pknJ,GI:31793271,2326311,2328080,1771,1,PROBABLE TRANSMEMBRANE SERINE/THREONINE-PROTEIN KINASE J PKNJ (PROTEIN KINASE J) (STPK J)
CDS,pepE,GI:31793272,2328097,2329224,1129,-1,Probable dipeptidase PepE
CDS,none,GI:31793273,2329273,2330397,1126,1,5'-3' exonuclease
CDS,none,GI:31793274,2330401,2331135,736,-1,Probable membrane protein
CDS,helY,GI:31793275,2331177,2333897,2722,-1,PROBABLE ATP-DEPENDENT DNA HELICASE HELY
CDS,tatC,GI:31793276,2333946,2334872,928,-1,Probable Sec-independent protein translocase transmembrane protein tatC
CDS,tatA,GI:31793277,2334889,2335140,253,-1,twin argininte translocase protein A
CDS,none,GI:31793278,2335208,2336158,952,-1,hypothetical protein
CDS,none,GI:31793279,2336155,2337153,1000,-1,hypothetical protein
CDS,none,GI:31793280,2337162,2338520,1360,-1,hypothetical protein
CDS,PE_PGRS36,GI:31793281,2338572,2340047,1477,-1,"conserved hypothetical protein, PE_PGRS family"
CDS,none,GI:31793282,2340230,2341882,1654,1,hypothetical protein
CDS,helZ,GI:31793283,2342081,2345122,3043,1,PROBABLE HELICASE HELZ
CDS,none,GI:31793284,2345232,2345948,718,1,hypothetical protein
CDS,none,GI:31793285,2345927,2346361,436,-1,hypothetical protein
CDS,none,GI:31793286,2346368,2346622,256,-1,hypothetical protein
CDS,PE22,GI:31793287,2347842,2348138,298,1,"conserved hypothetical protein, PE"
CDS,PPE36,GI:31793288,2348194,2348925,733,1,"conserved hypothetical protein, PPE"
CDS,prcA,GI:31793289,2349465,2350211,748,-1,proteasome (alpha subunit) PrcA
CDS,prcB,GI:31793290,2350208,2351083,877,-1,proteasome (beta subunit) PrcB
CDS,none,GI:31793291,2351080,2351274,196,-1,hypothetical protein
CDS,none,GI:31793292,2351387,2352994,1609,-1,hypothetical protein
CDS,none,GI:31793293,2353055,2354248,1195,1,Probable integral membrane protein
CDS,none,GI:31793294,2354259,2354882,625,1,hypothetical protein
CDS,none,GI:31793295,2354886,2356715,1831,-1,Probable ATPase
CDS,lppK,GI:31793296,2356996,2357565,571,1,Probable conserved lipoprotein lppK
CDS,none,GI:31793297,2357573,2357866,295,1,hypothetical protein
CDS,none,GI:31793298,2357895,2358737,844,-1,POSSIBLE RNA METHYLTRANSFERASE
CDS,none,GI:31793299,2358811,2359647,838,1,hypothetical protein
CDS,none,GI:31793300,2359670,2360152,484,-1,PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN
CDS,hisG,GI:31793301,2360231,2361085,856,-1,ATP phosphoribosyltransferase
CDS,hisE,GI:31793302,2361088,2361369,283,-1,phosphoribosyl-ATP pyrophosphatase
CDS,PPE37,GI:31793303,2361496,2362890,1396,1,"conserved hypothetical protein, PPE"
CDS,metH,GI:31793304,2362887,2366465,3580,-1,"Probable 5-methyltetrahydrofolate--homocystein methyltransferase MetH (Methionine synthase, vitamin-B12 dependent isozyme) (MS)"
CDS,none,GI:31793305,2366691,2367569,880,1,hypothetical protein
CDS,PE_PGRS37,GI:31793306,2367600,2368667,1069,-1,"conserved hypothetical protein, PE_PGRS"
CDS,ansP1,GI:31793307,2369014,2370483,1471,1,Probable L-asparagine permease ansP1
CDS,none,GI:31793308,2370483,2370686,205,1,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN
CDS,none,GI:31793309,2370706,2371587,883,-1,short chain dehydrogenase
CDS,cysS,GI:31793310,2371613,2372857,1246,-1,cysteinyl-tRNA synthetase
CDS,cysQ,GI:31793311,2372915,2373718,805,-1,hypothetical protein
CDS,none,GI:31793312,2373809,2374039,232,1,hypothetical protein
CDS,none,GI:31793313,2374249,2375037,790,-1,hypothetical protein
CDS,none,GI:31793314,2375048,2375635,589,-1,hypothetical protein
CDS,none,GI:31793315,2375699,2376409,712,-1,hypothetical protein
CDS,uppP,GI:31793316,2376406,2377236,832,-1,undecaprenyl pyrophosphate phosphatase
CDS,none,GI:31793317,2377300,2377713,415,-1,hypothetical protein
CDS,lppL,GI:31793318,2377728,2378804,1078,1,Probable conserved lipoprotein LppL
CDS,pyrD,GI:31793319,2379118,2380191,1075,1,dihydroorotate dehydrogenase
CDS,TB18.6,GI:31793320,2380196,2380726,532,-1,hypothetical protein
CDS,none,GI:31793321,2380774,2382120,1348,-1,hypothetical protein
tRNA,leuU,GeneID:1091233,2382501,2382586,87,1,tRNA-Leu
CDS,none,GI:31793322,2382707,2383024,319,-1,hypothetical protein
CDS,none,GI:31793323,2383491,2384549,1060,1,hypothetical protein
CDS,none,GI:31793324,2384679,2385035,358,-1,Probable transmembrane protein
CDS,wag31,GI:31793325,2385130,2385912,784,-1,CONSERVED HYPOTHETICAL PROTEIN WAG31
CDS,none,GI:31793326,2386180,2386470,292,-1,Possible conserved transmembrane protein
CDS,none,GI:31793327,2386632,2387357,727,-1,hypothetical protein
CDS,none,GI:31793328,2387354,2388130,778,-1,hypothetical protein
CDS,yfiH,GI:31793329,2388136,2388888,754,-1,conserved hypothetical protein yfiH
CDS,ftsZ,GI:31793330,2388899,2390038,1141,-1,cell division protein FtsZ
CDS,ftsQ,GI:31793331,2390211,2391155,946,-1,POSSIBLE CELL DIVISION PROTEIN FTSQ
CDS,murC,GI:31793332,2391152,2392636,1486,-1,UDP-N-acetylmuramate--L-alanine ligase
CDS,murG,GI:31793333,2392633,2393865,1234,-1,N-acetylglucosaminyl transferase
CDS,ftsW,GI:31793334,2393862,2395436,1576,-1,FtsW-like protein FtsW
CDS,murD,GI:31793335,2395448,2396908,1462,-1,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase
CDS,murX,GI:31793336,2396910,2397989,1081,-1,phospho-N-acetylmuramoyl-pentapeptide- transferase
CDS,murF,GI:31793337,2397986,2399518,1534,-1,"UDP-N-acetylmuramoylalanyl-D-glutamyl-2, 6-diamino pimelate-D-alanyl-D-alanyl ligase MurF"
CDS,murE,GI:31793338,2399515,2401122,1609,-1,"UDP-N-acetylmuramoylalanyl-D-glutamate--2, 6-diaminopimelate ligase"
CDS,none,GI:31793339,2401145,2402179,1036,-1,hypothetical protein
CDS,none,GI:31793340,2402176,2402796,622,-1,hypothetical protein
CDS,none,GI:31793341,2402789,2403655,868,-1,hypothetical protein
CDS,PE_PGRS38,GI:31793342,2403758,2405230,1474,-1,"conserved hypothetical protein, PE_PGRS"
CDS,pbpB,GI:31793343,2405440,2407479,2041,-1,Probable penicillin-binding membrane protein pbpB
CDS,none,GI:31793344,2407476,2408630,1156,-1,PROBABLE CONSERVED PROLINE RICH MEMBRANE PROTEIN
CDS,mraW,GI:31793345,2408627,2409817,1192,-1,S-adenosyl-methyltransferase
CDS,none,GI:31793346,2409819,2410250,433,-1,hypothetical protein
CDS,none,GI:31793347,2410599,2411003,406,-1,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN
CDS,none,GI:31793348,2411269,2411889,622,1,hypothetical protein
CDS,lppM,GI:31793349,2411985,2412668,685,1,Probable conserved lipoprotein lppM
CDS,none,GI:31793350,2412665,2413570,907,-1,hypothetical protein
CDS,idsA2,GI:31793351,2413881,2414939,1060,1,PROBABLE GERANYLGERANYL PYROPHOSPHATE SYNTHETASE IDSA2 (GGPPSASE) (GGPP SYNTHETASE) (GERANYLGERANYL DIPHOSPHATE SYNTHASE)
CDS,none,GI:31793352,2414943,2416493,1552,1,Possible conserved integral membrane protein
CDS,none,GI:31793353,2416480,2416920,442,-1,conserved hypothetical regulatory protein
CDS,pknL,GI:31793354,2416975,2418174,1201,1,PROBABLE TRANSMEMBRANE SERINE/THREONINE-PROTEIN KINASE L PKNL (PROTEIN KINASE L) (STPK L)
CDS,none,GI:31793355,2418316,2418981,667,-1,POSSIBLE TRANSPOSASE
CDS,aroG,GI:31793356,2419366,2420754,1390,-1,"Probable 3-deoxy-D-arabino-heptulosonate 7-phosphate synthase AroG (DAHP synthetase, phenylalanine-repressible)"
CDS,none,GI:31793357,2420845,2421351,508,-1,hypothetical protein
CDS,none,GI:31793358,2421361,2422248,889,-1,Probable conserved integral membrane protein
CDS,none,GI:31793359,2422336,2423619,1285,1,Probable conserved integral membrane protein
CDS,none,GI:31793360,2423620,2424363,745,-1,1-acylglycerol-3-phosphate O-acyltransferase
CDS,none,GI:31793361,2424449,2424844,397,-1,hypothetical protein
CDS,none,GI:31793362,2424841,2425980,1141,-1,hypothetical protein
CDS,TB16.3,GI:31793363,2426100,2426534,436,-1,hypothetical protein
CDS,none,GI:31793364,2426639,2427028,391,-1,hypothetical protein
CDS,none,GI:31793365,2427194,2427706,514,1,hypothetical protein
CDS,fadD15,GI:31793366,2427469,2428995,1528,1,Probable long-chain-fatty-acid-CoA ligase fadD15 (FATTY-ACID-CoA SYNTHETASE) (FATTY-ACID-CoA SYNTHASE)
CDS,none,GI:31793367,2429026,2430183,1159,-1,hypothetical protein
CDS,none,GI:31793368,2430280,2431053,775,-1,hypothetical protein
CDS,none,GI:31793369,2431148,2432305,1159,-1,hypothetical protein
CDS,none,GI:31793370,2432852,2434789,1939,1,hypothetical protein
CDS,trpD,GI:31793371,2434664,2435776,1114,-1,anthranilate phosphoribosyltransferase
CDS,ctaE,GI:31793372,2435934,2436545,613,1,PROBABLE CYTOCHROME C OXIDASE (SUBUNIT III) CTAE
CDS,qcrC,GI:31793373,2436586,2437428,844,1,Probable Ubiquinol-cytochrome C reductase QcrC (cytochrome C subunit)
CDS,qcrA,GI:31793374,2437425,2438714,1291,1,Probable Rieske iron-sulfur protein QcrA
CDS,qcrB,GI:31793375,2438711,2440360,1651,1,Probable Ubiquinol-cytochrome C reductase QcrB (cytochrome B subunit)
CDS,none,GI:31793376,2440651,2441295,646,-1,Probable conserved transmembrane protein
CDS,mmpS3,GI:31793377,2441295,2442194,901,-1,PROBABLE CONSERVED MEMBRANE PROTEIN MMPS3
CDS,none,GI:31793378,2442380,2442799,421,-1,Possible conserved integral membrane protein
CDS,ctaC,GI:31793379,2442807,2443898,1093,-1,PROBABLE TRANSMEMBRANE CYTOCHROME C OXIDASE (SUBUNIT II) CTAC
CDS,asnB,GI:31793380,2444144,2446102,1960,1,Probable asparagine synthetase AsnB
CDS,cbhK,GI:31793381,2446200,2447174,976,-1,Probable carbohydrate kinase CbhK
CDS,none,GI:31793382,2447378,2448070,694,1,POSSIBLE CONSERVED MEMBRANE PROTEIN
CDS,none,GI:31793383,2448078,2448434,358,-1,hypothetical protein
CDS,none,GI:31793384,2448534,2449610,1078,-1,hypothetical protein
CDS,none,GI:31793385,2449769,2450479,712,1,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN
CDS,cobT,GI:31793386,2450558,2451643,1087,1,nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
CDS,cobS,GI:31793387,2451640,2452389,751,1,cobalamin synthase
CDS,none,GI:31793388,2452547,2454085,1540,1,Probable conserved integral membrane protein
CDS,ilvE,GI:31793389,2454011,2455117,1108,-1,branched-chain amino acid aminotransferase
CDS,gcvT,GI:31793390,2455189,2456328,1141,-1,aminomethyltransferase
CDS,none,GI:31793391,2456337,2457473,1138,1,hypothetical protein
CDS,pepB,GI:31793392,2457485,2459032,1549,1,leucyl aminopeptidase
CDS,ephD,GI:31793393,2459070,2460848,1780,-1,short chain dehydrogenase
CDS,dlaT,GI:31793394,2461112,2462773,1663,1,dihydrolipoamide acyltransferase
CDS,none,GI:31793395,2462773,2463678,907,1,hypothetical protein
CDS,lipB,GI:31793396,2463731,2464423,694,1,lipoyltransferase
CDS,lipA,GI:31793397,2464420,2465355,937,1,lipoyl synthase
CDS,none,GI:31793398,2465382,2466134,754,1,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN
CDS,none,GI:31793399,2466141,2466563,424,-1,PROBABLE MEMBRANE PROTEIN
CDS,glnA1,GI:31793400,2466762,2468198,1438,1,GLUTAMINE SYNTHETASE GLNA1 (GLUTAMINE SYNTHASE) (GS-I)
CDS,glnE,GI:31793401,2468516,2471500,2986,-1,GLUTAMATE-AMMONIA-LIGASE ADENYLYLTRANSFERASE GLNE (Glutamine-synthetase adenylyltransferase)
CDS,glnA2,GI:31793402,2471549,2472889,1342,-1,PROBABLE GLUTAMINE SYNTHETASE GLNA2 (GLUTAMINE SYNTHASE) (GS-II)
CDS,none,GI:31793403,2472984,2474546,1564,-1,Probable exported protease
CDS,none,GI:31793404,2474608,2476170,1564,-1,Probable exported protease
CDS,panB,GI:31793405,2476889,2477734,847,1,3-methyl-2-oxobutanoate hydroxymethyltransferase
CDS,none,GI:31793406,2477979,2479520,1543,1,hypothetical protein
CDS,none,GI:31793407,2480078,2480398,322,1,conserved hypothetical protein [FIRST PART]
CDS,none,GI:31793408,2480406,2480780,376,1,conserved hypothetical protein [SECOND PART]
CDS,none,GI:31793409,2480792,2481886,1096,-1,hypothetical protein
CDS,none,GI:31793410,2481883,2482620,739,-1,hypothetical protein
CDS,none,GI:31793411,2482617,2483756,1141,-1,hypothetical protein
CDS,cobC,GI:31793412,2483753,2484847,1096,-1,hypothetical protein
CDS,none,GI:31793413,2485426,2486301,877,1,hypothetical protein
CDS,ptpA,GI:31793414,2486294,2486785,493,1,PHOSPHOTYROSINE PROTEIN PHOSPHATASE PTPA (PROTEIN-TYROSINE-PHOSPHATASE) (PTPase) (LMW PHOSPHATASE)
CDS,none,GI:31793415,2486785,2487600,817,1,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN
CDS,cobD,GI:31793416,2487582,2488523,943,-1,cobalamin biosynthesis protein
CDS,none,GI:31793417,2488637,2489404,769,1,hypothetical protein
tRNA,valV,GeneID:1091399,2489746,2489817,73,-1,tRNA-Val
CDS,ahpE,GI:31793418,2489863,2490324,463,-1,peroxiredoxin AhpE
CDS,none,GI:31793419,2490324,2490800,478,-1,hypothetical protein
CDS,none,GI:31793420,2490838,2491635,799,-1,hypothetical protein
CDS,aceE,GI:31793421,2491687,2494392,2707,1,pyruvate dehydrogenase subunit E1
CDS,none,GI:31793422,2494452,2495696,1246,1,hypothetical protein
CDS,fabD,GI:31793423,2495935,2496843,910,1,acyl-carrier-protein S-malonyltransferase
CDS,acpM,GI:31793424,2496919,2497266,349,1,acyl carrier protein
CDS,kasA,GI:31793425,2497263,2498513,1252,1,3-oxoacyl-(acyl carrier protein) synthase
CDS,kasB,GI:31793426,2498544,2499860,1318,1,3-oxoacyl-(acyl carrier protein) synthase
CDS,accD6,GI:31793427,2499891,2501312,1423,1,ACETYL/PROPIONYL-CoA CARBOXYLASE (BETA SUBUNIT) ACCD6
CDS,none,GI:31793428,2501420,2502235,817,1,hypothetical protein
CDS,glpD1,GI:31793429,2502304,2503854,1552,-1,PROBABLE GLYCEROL-3-PHOSPHATE DEHYDROGENASE GLPD1
CDS,none,GI:31793430,2503848,2504417,571,-1,Possible transcriptional regulatory protein
CDS,none,GI:31793431,2504465,2506054,1591,1,POSSIBLE FLAVOPROTEIN
CDS,none,GI:31793432,2506051,2506980,931,1,hypothetical protein
CDS,none,GI:31793433,2507046,2507549,505,1,Possible secreted unknown protein
CDS,none,GI:31793434,2507582,2508037,457,-1,Probable integral membrane protein
CDS,none,GI:31793435,2508042,2508236,196,-1,hypothetical protein
CDS,none,GI:31793436,2508403,2508936,535,-1,hypothetical protein
CDS,none,GI:31793437,2509066,2509884,820,-1,hypothetical protein
CDS,none,GI:31793438,2509898,2510959,1063,-1,Possible transcriptional regulatory protein
CDS,adhE2,GI:31793439,2511201,2512286,1087,1,Probable zinc-dependent alcohol dehydrogenase AdhE2
CDS,none,GI:31793440,2512286,2512921,637,1,hypothetical protein
CDS,none,GI:31793441,2512998,2514506,1510,-1,hypothetical protein
CDS,none,GI:31793442,2514595,2515548,955,1,short chain dehydrogenase
CDS,none,GI:31793443,2515526,2517304,1780,-1,conserved hypothetical proline rich protein
CDS,none,GI:31793444,2517654,2518883,1231,1,Possible conserved integral membrane protein
CDS,cyp124,GI:31793445,2519058,2520344,1288,1,Probable cytochrome P450 124 CYP124
CDS,none,GI:31793446,2520598,2521764,1168,-1,hypothetical protein
CDS,cyp128,GI:31793447,2521761,2523230,1471,-1,PROBABLE CYTOCHROME P450 128 CYP128
CDS,none,GI:31793448,2523243,2523575,334,-1,hypothetical protein
CDS,lppN,GI:31793449,2523652,2524179,529,1,Probable lipoprotein lppN
CDS,none,GI:31793450,2524286,2524585,301,1,hypothetical protein
CDS,none,GI:31793451,2524691,2525059,370,1,PROBABLE CONSERVED MEMBRANE PROTEIN
CDS,none,GI:31793452,2525056,2525385,331,1,PROBABLE CONSERVED TRANSMEMBRANE PROTEIN
CDS,none,GI:31793453,2525442,2525759,319,-1,hypothetical protein
CDS,none,GI:31793454,2525837,2526706,871,1,hypothetical protein
CDS,cyp121,GI:31793455,2526703,2527893,1192,1,Cytochrome P450 121 CYP121
CDS,none,GI:31793456,2528078,2528977,901,-1,Possible glycerolphosphodiesterase
CDS,none,GI:31793457,2529156,2530535,1381,1,Probable dehydrogenase
CDS,pitB,GI:31793458,2530769,2532427,1660,1,Putative phosphate-transport permease PitB
CDS,none,GI:31793459,2532534,2533472,940,-1,Probable transcription regulator (lysR family)
CDS,none,GI:31793460,2533537,2533731,196,1,hypothetical protein
CDS,lipM,GI:31793461,2533741,2535036,1297,1,Probable esterase LipM
CDS,none,GI:31793462,2535069,2536406,1339,1,hypothetical protein
CDS,none,GI:31793463,2536473,2536736,265,-1,conserved hypothetical protein [SECOND PART]
CDS,none,GI:31793464,2536764,2537165,403,-1,conserved hypothetical protein [FIRST PART]
CDS,yjcE,GI:31793465,2537299,2538927,1630,1,Probable conserved integral membrane transport protein YjcE
CDS,none,GI:31793466,2538924,2539301,379,1,hypothetical protein
CDS,cdh,GI:31793467,2539271,2540053,784,1,CDP-diacylglycerol pyrophosphatase
CDS,lppOa,GI:31793468,2540195,2540350,157,1,Probable conserved lipoprotein lppOa
CDS,lppOb,GI:31793469,2540344,2540709,367,1,Probable conserved lipoprotein lppOb
CDS,sseB,GI:31793470,2540851,2541621,772,1,Probable thiosulfate sulfurtransferase SseB
CDS,none,GI:31793471,2541622,2542626,1006,-1,hypothetical protein
CDS,none,GI:31793472,2542921,2544144,1225,1,Probable aminotransferase
CDS,none,GI:31793473,2544367,2545005,640,1,hypothetical protein
CDS,none,GI:31793474,2545099,2546001,904,1,haloalkane dehalogenase
CDS,none,GI:31793475,2546033,2546485,454,1,hypothetical protein
CDS,none,GI:31793476,2546677,2547648,973,1,hypothetical protein
CDS,htpG,GI:31793477,2547654,2549597,1945,-1,heat shock protein 90
CDS,none,GI:31793478,2549671,2550603,934,-1,hypothetical protein
CDS,cut2,GI:31793479,2550610,2551302,694,1,PROBABLE CUTINASE CUT2
CDS,none,GI:31793480,2551408,2551650,244,1,hypothetical protein
CDS,none,GI:31793481,2551691,2552614,925,-1,PROBABLE ANTIBIOTIC-RESISTANCE PROTEIN
CDS,none,GI:31793482,2552611,2552820,211,-1,hypothetical protein
CDS,none,GI:31793483,2553404,2554693,1291,1,hypothetical protein
CDS,none,GI:31793484,2554703,2555296,595,1,POSSIBLE CONSERVED MEMBRANE PROTEIN
CDS,none,GI:31793485,2555083,2555517,436,1,POSSIBLE CONSERVED MEMBRANE PROTEIN
CDS,none,GI:31793486,2555446,2556291,847,-1,hypothetical protein
CDS,none,GI:31793487,2556823,2557014,193,-1,HYPOTHETICAL GLYCINE RICH PROTEIN
CDS,none,GI:31793488,2557099,2557530,433,-1,HYPOTHETICAL GLYCINE RICH PROTEIN
CDS,none,GI:31793489,2557623,2557805,184,-1,hypothetical protein
CDS,none,GI:31793490,2558014,2558730,718,1,hypothetical protein
tRNA,metV,GeneID:1094320,2559359,2559432,75,-1,tRNA-Met
CDS,none,GI:31793491,2559438,2559893,457,-1,POSSIBLE INTEGRASE (FRAGMENT)
CDS,none,GI:31793492,2560640,2560927,289,1,hypothetical protein
CDS,none,GI:31793493,2561030,2561374,346,1,POSSIBLE EXCISIONASE
CDS,none,GI:31793494,2561479,2562003,526,1,hypothetical protein
CDS,none,GI:31793495,2562081,2562350,271,1,hypothetical protein
CDS,none,GI:31793496,2562647,2563501,856,-1,hypothetical protein
CDS,none,GI:31793497,2563512,2564885,1375,-1,hypothetical protein
CDS,none,GI:31793498,2564882,2566399,1519,-1,hypothetical protein
CDS,uspA,GI:31793499,2566433,2567305,874,1,PROBABLE SUGAR-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER USPA
CDS,uspB,GI:31793500,2567292,2568116,826,1,PROBABLE SUGAR-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER USPB
CDS,uspC,GI:31793501,2568113,2569435,1324,1,PROBABLE PERIPLASMIC SUGAR-BINDING LIPOPROTEIN USPC
CDS,none,GI:31793502,2569443,2570321,880,-1,hypothetical protein
CDS,rocE,GI:31793503,2570318,2571748,1432,-1,PROBABLE CATIONIC AMINO ACID TRANSPORT INTEGRAL MEMBRANE PROTEIN ROCE
CDS,rocD2,GI:31793504,2571749,2572294,547,-1,PROBABLE ORNITHINE AMINOTRANSFERASE (C-terminus part) ROCD2 (ORNITHINE--OXO-ACID AMINOTRANSFERASE)
CDS,rocD1,GI:31793505,2572294,2572959,667,-1,PROBABLE ORNITHINE AMINOTRANSFERASE (N-terminus part) ROCD1 (ORNITHINE--OXO-ACID AMINOTRANSFERASE)
CDS,none,GI:31793506,2572956,2573864,910,-1,hypothetical protein
CDS,none,GI:31793507,2573929,2574375,448,1,PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY ASNC-FAMILY)
CDS,none,GI:31793508,2574604,2575452,850,-1,hypothetical protein
CDS,none,GI:31793509,2575449,2577542,2095,-1,PUTATIVE TRANSMEMBRANE ATP-BINDING PROTEIN ABC TRANSORTER
CDS,none,GI:31793510,2577583,2578074,493,1,hypothetical protein
CDS,PE23,GI:31793511,2578326,2579474,1150,1,PE FAMILY PROTEIN
CDS,narK1,GI:31793512,2579509,2581056,1549,-1,PROBABLE NITRITE EXTRUSION PROTEIN 1 NARK1 (NITRITE FACILITATOR 1)
CDS,lppP,GI:31793513,2581290,2581817,529,-1,PROBABLE LIPOPROTEIN LPPP
CDS,none,GI:31793514,2581892,2582278,388,1,hypothetical protein
CDS,none,GI:31793515,2582335,2582673,340,1,hypothetical protein
CDS,mez,GI:31793516,2582703,2584349,1648,1,PROBABLE [NAD] DEPENDENT MALATE OXIDOREDUCTASE MEZ (MALIC ENZYME) (NAD-MALIC ENZYME) (MALATE DEHYDROGENASE (OXALOACETATE DECARBOXYLATING)) (PYRUVIC-MALIC CARBOXYLASE) (NAD-ME)
CDS,none,GI:31793517,2584346,2585917,1573,-1,PROBABLE CONSERVED INTEGRAL MEMBRANE TRANSPORT PROTEIN
CDS,cysK1,GI:31793518,2586392,2587324,934,1,PROBABLE CYSTEINE SYNTHASE A CYSK1 (O-ACETYLSERINE SULFHYDRYLASE A) (O-ACETYLSERINE (THIOL)-LYASE A) (CSASE A)
CDS,cysE,GI:31793519,2587328,2588017,691,1,PROBABLE SERINE ACETYLTRANSFERASE CYSE (SAT)
CDS,none,GI:31793520,2588433,2589401,970,1,hypothetical protein
CDS,none,GI:31793521,2589465,2590583,1120,-1,hypothetical protein
CDS,moeW,GI:31793522,2590703,2591659,958,-1,hypothetical protein
CDS,mmpL9a,GI:31793523,2592290,2594770,2482,1,PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL9A [FIRST PART]
CDS,mmpL9b,GI:31793524,2594783,2595178,397,1,PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL9B [SECOND PART]
CDS,PE_PGRS39,GI:31793525,2595264,2596505,1243,-1,PE-PGRS FAMILY PROTEIN
tRNA,asnT,GeneID:1094357,2597004,2597076,74,-1,tRNA-Asn
